Final_Name,Alt_Name,Inst_final,z,z_src,CIV_blue_tvm,CIV_EW_tvm,_RA,_DE,Sul_Name,SDSS_NAME,PLATE,MJD,FIBERID,F1450_spec (erg/s/cm2/A),S2N_1450A,CIVgood_manmask,F1550_sul07,c1_2_sul07,log M_BH,+err(log M_BH),-err(log M_BH),MBH_source,MBH_source_qual,logEddRatio,EddRatio_Source,EddRatio_Source_qual,LBol,LBol Source,LBol_Source_qual,logLEdd,logLEdd_Source,logLEdd_Source_qual,F2500 (ergs/s/cm2/A),F2500_change,logLbol_2500 (erg/s),logLedd (erg/s),logEddRatio_2500,CIV_Distance,Spec_Name
HE 0132-4313,2MASS J01341690-4258262,FOS,0.237,Sul,2946.07868446189,0.592491556510799,23.5704641666667,-42.9739805555556,J01342-4258,,,,,7.17347216297032E-15,25.3306636201593,1,1.68,-2665.0,7.851258349,,,Foschini+14,2.0,-1.045757491,Foschini+14,3.0,,,,,,,4.51219253912764E-15,4.51219253912764E-15,45.7364374033174,45.9516288941176,-0.215191490800159,1.08644356089317,HE0132-4313
HS 0033+4300,LEDA 3095439,HSLA,0.12,https://arxiv.org/pdf/1506.00635.pdf,-909.072721170991,74.7523483242003,9.09575,43.2779,,,,,,1.41033890108778E-15,10.7052230762185,0,,,,,,,,,,,,,,,,,8.85593700862498E-16,8.85593700862498E-16,44.3947668175812,,,0.371219883294268,HS-0033+4300
HS 0624+6907,QSO B0624+6907,FOS,0.3702,Sul,1231.16787567441,30.3712080719801,97.5104655555555,69.0843988888889,J06300+6905,,,,,1.1502954977857E-14,12.7109095477527,1,5.95,-937.0,9.53,,,Decarli+2010,2.0,,,,,,,,,,6.15062840225889E-15,6.15062840225889E-15,46.3097517623454,47.6303705451176,-1.32061878277218,0.665584977752034,HS0624+6907
I Zw 1,Mrk 1502,FOS,0.0605,Sul,2055.57348271678,18.9773599310023,13.3955488888889,12.6933861111111,J00535+1241,,,,,1.29393055608305E-14,14.6010119324358,1,3.25,-1669.0,7.4,0.0,0.0,Giustini & Proga 2019 (IZw1),2.0,0.1461280357,Giustini & Proga 2019,,,,,,,,5.36643239845334E-15,7.2E-15,44.6711912698455,45.5003705451176,-0.829179275272047,0.824969984955854,J00535+1241
IRAS 13224-3809,1RXS J132519.4-382445,STIS,0.0667,Sul,2877.67509099828,9.32728094599378,201.330720833333,-38.4145666666667,J13253-3824,,,,,5.71992007591431E-15,12.5700369304287,1,1.18,-2764.0,7.1,,,Aoki+2005,2.0,,,,,,,,,,3.039032162269E-15,3.039032162269E-15,44.3888859395155,45.2003705451176,-0.811484605602033,0.99765303256033,J13253-3824
IRAS F04250-5718,1H 0419-577,HSLA,0.104,https://arxiv.org/pdf/1710.10703.pdf,-9.68066706248958,82.2507130337978,66.5032,-57.2003,,,,,,2.44398782463497E-14,68.0689666063902,1,,,8.34,,,BASS-DR2 (Koss+2022),2.0,-0.84,BASS-DR2 (Koss+2022),,45.68,BASS-DR2 (Koss+2022),,,,,1.63153204430728E-14,1.63153204430728E-14,45.5118408932187,46.4403705451176,-0.928529651898828,0.348328383815836,IRAS-F04250-5718
IRAS F22456-5125,2MASS J22484115-5109532,HSLA,0.1,https://arxiv.org/pdf/1710.10703.pdf,-78.7812685546023,78.3681380481692,342.172,-51.1648,,,,,,1.34919516877147E-14,41.6648891347361,1,,,7.79,,,BASS-DR2 (Koss+2022),2.0,-0.72,BASS-DR2 (Koss+2022),,45.24,BASS-DR2 (Koss+2022),,,,,9.30736320812628E-15,9.30736320812628E-15,45.2353520702194,45.8903705451176,-0.655018474898157,0.360685931800445,IRAS-F22456-5125
LBQS 0003+0146,PB 5723,FOS,0.234,Sul,542.446498180031,37.870657217027,1.44808416666667,2.05065861111111,J00057+0203,000547.54+020302.2,7852.0,56987.0,932.0,2.91249679661253E-15,13.7286010369081,1,0.55,-455.0,7.32,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.65274254579651E-15,1.65274254579651E-15,45.2936170194156,45.4203705451176,-0.126753525701957,0.559438391151557,LBQS0003+0146
LBQS 0017+0209,PB 5877,FOS,0.401,Sul,1918.32098510471,14.3793071332677,5.10444833333333,2.44041833333333,J00204+0226,002025.06+022625.5,7854.0,56989.0,610.0,1.24855568114126E-15,12.3953157894967,1,0.44,-2144.0,7.23,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,7.66276302403831E-16,7.66276302403831E-16,45.4976923065099,45.3303705451176,0.167321761392287,0.848572341369597,LBQS0017+0209
LBQS 0100+0205,PHL 959,FOS,0.394,Sul,197.485608074964,58.9948874702904,15.8041169444444,2.35279111111111,J01032+0221,010312.99+022109.9,7858.0,57281.0,930.0,1.96088784737934E-15,10.6799869421437,1,0.43,-427.0,8.47,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.12335113068726E-15,1.12335113068726E-15,45.6438365673129,46.5703705451176,-0.926533977804681,0.436478767823244,LBQS0100+0205
LBQS 0307-0101,RBS 390,HSLA,0.080447,DR16,-286.141157033345,38.075646035661,47.6158,-0.8308,,031027.82-004950.7,412.0,52258.0,129.0,4.34535634874309E-15,10.7857011160383,1,,,7.92,0.04,0.04,Rakshit+2020,2.0,,,,,,,,,,2.49478260567543E-15,2.49478260567543E-15,44.4731469618746,46.0203705451176,-1.54722358324298,0.493422876956825,SDSSJ031027.82-004950.7
LBQS 1132-0302,HE 1132-0302,FOS,0.236,Sul,1162.37705552831,16.0882574674232,173.770458333333,-3.31430555555556,J11350-0318,,,,,1.53353582996982E-15,9.90950146446515,1,0.36,-1408.0,7.07,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.02070873126589E-15,1.02070873126589E-15,45.0953062246926,45.1703705451176,-0.0750643204249428,0.764560328353317,LBQS1132-0302
LBQS 1138+0204,LEDA 36270,FOS,0.3821,Sul,955.869065751115,9.30089017806369,175.3406225,1.80095333333333,J11413+0148,114121.75+014803.5,514.0,51994.0,285.0,1.80145090336229E-15,12.7054784111887,1,0.54,-536.0,7.2,0.45,0.45,Kelly&Bechtold2007,3.0,-0.8784,Shen+11,,,,,,,,1.01461627769743E-15,1.01461627769743E-15,45.5692450243029,45.3003705451176,0.268874479185335,0.817490536671162,LBQS1138+0204
LBQS 1144-0115,2QZÂ J114718.0-013208,FOS,0.3827,Sul,-286.141157033345,16.556341553964,176.825250555556,-1.53527888888889,J11473-0132,114718.05-013206.9,329.0,52056.0,458.0,2.97252682139711E-16,6.17893754744711,1,0.08,-40.0,8.08,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.7784714334314E-16,1.7784714334314E-16,44.8244790289461,46.1803705451176,-1.35589151617147,0.61166737540488,LBQS1144-0115
LBQS 1230+0947,SDSS J123325.79+093123.3,FOS,0.4159,Sul,-147.881870046715,33.8471640521364,188.357438888889,9.52315333333333,J12334+0931,123325.78+093123.3,1233.0,52734.0,312.0,4.88777938576848E-15,14.7088865166901,1,1.36,96.0,7.98,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,2.71779893088468E-15,2.71779893088468E-15,46.077294106882,46.0803705451176,-0.00307643823555281,0.5179712219052,LBQS1230+0947
LBQS 1317-0142,HE 1317-0142,FOS,0.225,Sul,1093.54751271396,33.1041117303483,199.95975,-1.96777777777778,J13198-0158,,,,,1.2981291853467E-15,10.4310782540311,1,0.26,-1073.0,7.05,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,8.34158612668823E-16,8.34158612668823E-16,44.9625998574215,45.1503705451176,-0.18777068769608,0.637256568342923,LBQS1317-0142
LEDA 2172,2MASX J00362092+4539532,HSLA,0.047643,NED,-701.286883341517,157.686238212406,9.08718,45.6648,,,,,,8.55716583687456E-15,22.3435888097721,1,,,7.36,,,BASS-DR2 (Koss+2022),2.0,-0.79,BASS-DR2 (Koss+2022),,44.75,BASS-DR2 (Koss+2022),,,,,5.59937315723297E-15,5.59937315723297E-15,44.3507423896141,45.4603705451176,-1.10962815550345,0.178519369409378,ZW535.012
MR 2251-178,1ES 2251-17.8,HSLA,0.0638,Sul,473.481426026803,213.495419597226,343.525,-17.582,J22540-1734,,,,,2.78451903613641E-14,64.8653111216693,1,,,8.19,,,BASS-DR2 (Koss+2022),2.0,-0.52,BASS-DR2 (Koss+2022),,45.85,BASS-DR2 (Koss+2022),,,,,2.03243029410445E-14,2.03243029410445E-14,45.1634989539137,46.2903705451176,-1.12687159120384,0.102507576858317,MR2251-178
Mrk 1018,UGCÂ 1597,HSLA,0.04261,DR7,-286.141157033345,226.698894769029,31.5666,-0.291439,,,,,,5.39172237488621E-16,6.71389436402424,1,,,7.81,,,BASS-DR2 (Koss+2022),2.0,-1.02,BASS-DR2 (Koss+2022),,44.96,BASS-DR2 (Koss+2022),,,,,4.03335269922481E-16,4.03335269922481E-16,43.1244011836172,45.9103705451176,-2.7859693615004,0.0854301320740552,MRK-1018
Mrk 1044,IRAS F02276-0913,HSLA,0.0161,https://arxiv.org/pdf/1710.10703.pdf,404.496992539456,57.0493425887111,37.523,-8.99814,,,,,,2.50536012589817E-14,47.390490594934,1,,,6.45,,,BASS-DR2 (Koss+2022),2.0,-0.9,BASS-DR2 (Koss+2022),,43.72,BASS-DR2 (Koss+2022),,,,,1.55995596744069E-14,1.55995596744069E-14,43.8398861734246,44.5503705451176,-0.710484371692921,0.458062984905568,MRK-1044
Mrk 106,PG 0916+556,HSLA,0.123366,DR16,197.485608074964,36.8174809487112,139.981,55.3604,,091955.34+552137.1,451.0,51908.0,133.0,8.14831779335528E-15,33.8862342961016,1,,,8.35,,,BASS-DR2 (Koss+2022),2.0,-1.84,BASS-DR2 (Koss+2022),,44.68,BASS-DR2 (Koss+2022),,,,,5.19036242455693E-15,5.19036242455693E-15,45.1782601128464,46.4503705451176,-1.27211043227112,0.532234143572358,MRK106
Mrk 1148,PGÂ 0049+171,HSLA,0.064,https://arxiv.org/pdf/1710.10703.pdf,-562.833983013642,118.563273339815,12.9782,17.4329,,,,,,1.14006947583432E-14,36.9821876282796,1,,,7.75,,,BASS-DR2 (Koss+2022),2.0,-0.63,BASS-DR2 (Koss+2022),,45.3,BASS-DR2 (Koss+2022),,,,,7.13730152207789E-15,7.13730152207789E-15,44.7177750634656,45.8503705451176,-1.13259548165195,0.252578841011485,MRK1148
Mrk 1179,LEDA 9733,HSLA,0.037599,NED,404.496992539456,215.730766987482,38.343,27.937,,,,,,2.06328615813712E-15,13.5103321949362,1,,,,,,,,,,,,,,,,,1.35170779171608E-15,1.35170779171608E-15,43.5323518084804,,,0.0996756387785159,MRK1179
Mrk 1253,IRAS 10169-0304,HSLA,0.049986,NED,266.508764230596,142.710549498205,154.887,-3.3375,,,,,,4.01137107184991E-15,16.7694058940517,1,,,7.59,0.06,0.06,Husemann+2022,2.0,,,,,,,,,,2.62106167606307E-15,2.62106167606307E-15,44.0680002754955,45.6903705451176,-1.6223702696221,0.206302398298347,MRK-1253
Mrk 1392,SDSS J150556.55+034226.3,HSLA,0.0359,https://arxiv.org/pdf/1710.10703.pdf,59.3812117613829,58.7131517032289,226.486,3.70728,,,,,,1.67759018570134E-14,52.0656697770555,1,,,7.87,,,BASS-DR2 (Koss+2022),2.0,-1.47,BASS-DR2 (Koss+2022),,44.57,BASS-DR2 (Koss+2022),,,,,1.04388820220492E-14,1.04388820220492E-14,44.3677862188299,45.9703705451176,-1.60258432628766,0.434951262955601,MRK1392
Mrk 1513,UGCÂ 11763,HSLA,0.062,https://arxiv.org/pdf/1710.10703.pdf,-9.68066706248958,82.7545646621465,323.116,10.1385,,,,,,1.49504086594274E-14,45.1719966971769,1,,,7.4329004,0.05532563763,0.0633844131,Bentz & Katz 2015,1.0,-0.2646192165,Spectra 1450A,,,,,,,,9.9616844796031E-15,9.9616844796031E-15,44.832249667161,45.5332709451176,-0.701021277956528,0.346740782165037,MRK1513
Mrk 205,1ES 1219+75.5,FOS,0.0711,Sul,266.508764230596,77.4450890579026,185.433195833333,75.3105527777778,J12217+7518,,,,,1.55737336054881E-14,6.13854762042204,1,3.61,-73.0,8.57,,,BASS-DR2 (Koss+2022),2.0,-1.58,BASS-DR2 (Koss+2022),,45.16,BASS-DR2 (Koss+2022),,,,,1.20889908484388E-14,1.274E-14,45.0605706385198,46.6703705451176,-1.60979990659772,0.364461849240186,Mrk205
Mrk 231,UGC 8058,HSLA,0.04147,,2809.25213620055,5.06061939044064,194.059,56.8735,,,,,,1.47948718107139E-15,18.1358895714891,1,,,7.94,,,Kawakatu+2007,2.0,,,,,,,,,,7.76297670834138E-16,7.76297670834138E-16,43.3810796367346,46.0403705451176,-2.65929090838298,1.0320540002448,MRK-231
Mrk 279,PG 1351+695,HSLA,0.030451,NED,749.225546634994,294.169350986952,208.264,69.3082,,,,,,3.78223515706205E-15,14.0385140890768,1,,,7.434810059,0.09930753885,0.1328678892,Bentz & Katz 2015,1.0,-0.86,BASS-DR2 (Koss+2022),,44.75,BASS-DR2 (Koss+2022),,,,,2.76771071239105E-15,2.76771071239105E-15,43.6542451301206,45.5351806041176,-1.88093547399696,0.0201239236276916,MRK-279
Mrk 290,PG 1534+580,HSLA,0.0302,https://arxiv.org/pdf/1710.10703.pdf,-78.7812685546023,142.278852847343,233.968,57.9025,,,,,,1.33093237737549E-14,49.3355957244216,1,,,7.277354298,0.06090863083,0.06085540668,Bentz & Katz 2015,1.0,-0.94,BASS-DR2 (Koss+2022),,44.51,BASS-DR2 (Koss+2022),,,,,9.37000937744832E-15,9.37000937744832E-15,44.169671918926,45.3777248431176,-1.20805292419158,0.206388214603797,MRK290
Mrk 335,PG 0003+199,HSLA,0.025418,NED,-147.881870046715,120.409093363151,1.58125,20.2028,,,,,,1.89844530203064E-14,25.3000664786039,1,,,7.230111249,0.04168350503,0.04407855716,Bentz & Katz 2015,1.0,-1.17,BASS-DR2 (Koss+2022),,44.24,BASS-DR2 (Koss+2022),,,,,1.38738000500189E-14,1.38738000500189E-14,44.1870752149514,45.3304817941176,-1.14340657916618,0.249425091786248,MRK-335
Mrk 352,2E 244,HSLA,0.01486,NED,128.443090585211,316.103168493558,14.9721,31.827,,,,,,2.48982030479867E-15,2.10267159037725,1,,,7.56,,,BASS-DR2 (Koss+2022),2.0,-1.77,BASS-DR2 (Koss+2022),,43.96,BASS-DR2 (Koss+2022),,,,,2.13386316793047E-15,2.13386316793047E-15,42.9177507310972,45.6603705451176,-2.7426198140204,2.57448916346437E-4,MRK352
Mrk 478,PG 1440+356,FOS,0.0771,Sul,818.132534785861,27.2814794444696,220.531074166667,35.4397413888889,J14421+3526,,,,,3.49288215752847E-14,17.9336993251184,0,4.34,-351.0,7.01,0.43,0.43,Kelly&Bechtold2007,2.0,,,,,,,,,,1.65433997739055E-14,1.65433997739055E-14,45.2455658667255,45.1103705451176,0.135195321607959,0.641788106188869,Mrk0478
Mrk 493,UGC 10120,STIS,0.0313,Sul,197.485608074964,86.57011135333,239.7903125,35.0298166666667,J15591+3501,,,,,3.98466825853387E-15,11.1739018633463,1,0.77,32.0,6.2,,,Greene&Ho2007b,2.0,,,,,,,,,,2.63149737358779E-15,2.63149737358779E-15,43.6567261415206,44.3003705451176,-0.643644403596959,0.335498846151261,J15591+3501
Mrk 509,1H 2041-108,STIS,0.0344,Sul,197.485608074964,116.997745211344,311.040700555556,-10.7234569444444,J20441-1043,,,,,4.39994730913852E-14,18.0801256643414,1,8.0,-457.0,8.049,0.035,0.035,Bentz & Katz 2015,1.0,-0.96,BASS-DR2 (Koss+2022),,45.27,BASS-DR2 (Koss+2022),,,,,4.49975767474272E-14,3.1E-14,44.7967687276561,46.1493705451176,-1.35260181746143,0.257556186727509,Mrk509
